RSTB-RXN RSTA-RXN
TRANS-RXN0-239 RXN0-3501
TRANS-RXN0-239 RXN0-6954
RXN-8636 RXN0-5433
RXN-8636 LACTALDDEHYDROG-RXN
RXN-8636 FUCPALDOL-RXN
RXN-8636 RHAMNULPALDOL-RXN
RXN-8636 LACTALDREDUCT-RXN
GSPAMID-RXN PRODISULFREDUCT-A-RXN
GSPAMID-RXN RXN0-6549
GSPAMID-RXN RXN0-6256
GSPAMID-RXN RXN0-11
GSPAMID-RXN GST-RXN
GSPAMID-RXN RXN0-21
GSPAMID-RXN TRANS-RXN0-266
GSPAMID-RXN ABC-24-RXN
GSPAMID-RXN SPERMACTRAN-RXN
GSPAMID-RXN GLUTATHIONE-PEROXIDASE-RXN
GSPAMID-RXN GLYOXI-RXN
GSPAMID-RXN RXN-12864
GSPAMID-RXN GSPSYN-RXN
GSPAMID-RXN RXN-2961
DSBDC-RXN DSBD-RXN
RXN-8632 RXN0-5213
RXN-8632 LACTALDREDUCT-RXN
TRANS-RXN0-233 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
DNA-DIRECTED-RNA-POLYMERASE-RXN RXN0-4223
DNA-DIRECTED-RNA-POLYMERASE-RXN TRNA-NUCLEOTIDYLTRANSFERASE-RXN
DNA-DIRECTED-RNA-POLYMERASE-RXN RXN0-4701
DNA-DIRECTED-RNA-POLYMERASE-RXN 3.6.1.19-RXN
DNA-DIRECTED-RNA-POLYMERASE-RXN RXN0-5361
DNA-DIRECTED-RNA-POLYMERASE-RXN 2.7.7.8-RXN
TRANS-RXN0-234 GLUTAREDOXIN-RXN
TRANS-RXN0-234 RXN0-6678
TRANS-RXN0-234 RXN-12827
TRANS-RXN0-234 RXN0-5259
TRANS-RXN0-234 RXN0-6554
TRANS-RXN0-234 RXN0-5257
TRANS-RXN0-234 RXN0-5255
TRANS-RXN0-234 FORMATEDEHYDROG-RXN
TRANS-RXN0-234 RXN0-5256
TRANS-RXN0-234 RXN0-5253
TRANS-RXN0-234 RXN0-5254
TRANS-RXN0-234 RXN0-5263
TRANS-RXN0-234 RXN0-5262
TRANS-RXN0-234 RXN0-5261
TRANS-RXN0-234 REDUCEDFE-S-RXN
TRANS-RXN0-234 RXN0-6259
TRANS-RXN0-234 RXN0-6684
TRANS-RXN0-234 RXN0-5309
TRANS-RXN0-234 RXN0-5388
TRANS-RXN0-234 RXN0-5242
TRANS-RXN0-234 RXN0-3283
TRANS-RXN0-234 RXN0-5269
TRANS-RXN0-234 RXN0-5244
TRANS-RXN0-234 RXN0-5245
TRANS-RXN0-234 RXN0-5264
TRANS-RXN0-234 TRANS-RXN0-237
TRANS-RXN0-234 DIMESULFREDUCT-RXN
TRANS-RXN0-234 RXN0-6370
TRANS-RXN0-234 RXN0-6372
TRANS-RXN0-234 R601-RXN
TRANS-RXN0-234 RXN0-6490
TRANS-RXN0-234 RXN0-3501
TRANS-RXN0-234 RXN0-6954
TRANS-RXN0-237 GLUTAREDOXIN-RXN
TRANS-RXN0-237 RXN0-6678
TRANS-RXN0-237 RXN-12827
TRANS-RXN0-237 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
TRANS-RXN0-237 RXN0-5259
TRANS-RXN0-237 RXN0-5257
TRANS-RXN0-237 RXN0-5258
TRANS-RXN0-237 RXN0-5255
TRANS-RXN0-237 RXN0-5253
TRANS-RXN0-237 RXN0-5254
TRANS-RXN0-237 RXN0-5263
TRANS-RXN0-237 RXN0-5262
TRANS-RXN0-237 RXN0-5261
TRANS-RXN0-237 REDUCEDFE-S-RXN
TRANS-RXN0-237 RXN0-6684
TRANS-RXN0-237 RXN0-5309
TRANS-RXN0-237 NADH-DEHYDROG-A-RXN
TRANS-RXN0-237 RXN0-5268
TRANS-RXN0-237 RXN0-5242
TRANS-RXN0-237 GLUCDEHYDROG-RXN
TRANS-RXN0-237 TRANS-RXN0-234
TRANS-RXN0-237 RXN0-3283
TRANS-RXN0-237 RXN0-5269
TRANS-RXN0-237 RXN0-5244
TRANS-RXN0-237 RXN0-5245
TRANS-RXN0-237 RXN0-6369
TRANS-RXN0-237 RXN0-5266
TRANS-RXN0-237 RXN0-6370
TRANS-RXN0-237 RXN0-6372
TRANS-RXN0-237 RXN0-6373
TRANS-RXN0-237 RXN-12352
TRANS-RXN0-237 RXN0-5330
TRANS-RXN0-237 RXN-11496
TRANS-RXN0-237 RXN0-6490
TRANS-RXN0-237 RXN0-6491
TRANS-RXN0-237 RXN0-6954
L-ASPARTATE-OXID-RXN RXN0-267
L-ASPARTATE-OXID-RXN RXN0-6721
L-ASPARTATE-OXID-RXN RXN-3521
L-ASPARTATE-OXID-RXN RXN-12863
L-ASPARTATE-OXID-RXN PEROXID-RXN
L-ASPARTATE-OXID-RXN GLUTATHIONE-PEROXIDASE-RXN
L-ASPARTATE-OXID-RXN RXN-12120
L-ASPARTATE-OXID-RXN RXN-12440
L-ASPARTATE-OXID-RXN QUINOLINATE-SYNTHA-RXN
L-ASPARTATE-OXID-RXN RXN-8073
L-ASPARTATE-OXID-RXN MALOX-RXN
L-ASPARTATE-OXID-RXN RXN-12540
ARYLSULFAT-RXN ABC-70-RXN
ARYLSULFAT-RXN SULFATE-ADENYLYLTRANS-RXN
TRANS-RXN0-235 RXN0-283
TRANS-RXN0-235 TRANS-RXN-126B
TRANS-RXN0-235 TRANS-RXN-126A
TRANS-RXN0-235 TRANS-RXN-94A
TRANS-RXN0-235 RXN-12870
TRANS-RXN0-235 TRANS-RXN-125
TRANS-RXN0-235 TRANS-RXN-126
TRANS-RXN0-235 TRANS-RXN-130
TRANS-RXN0-235 TRANS-RXN-101
TRANS-RXN0-235 TRANS-RXN-118
TRANS-RXN0-235 TRANS-RXN-129
TRANS-RXN0-235 TRANS-RXN-117
TRANS-RXN0-235 RXN0-4083
TRANS-RXN0-235 RXN0-2561
TRANS-RXN0-235 RXN0-703
TRANS-RXN0-235 TRANS-RXN-122
TRANS-RXN0-236 LYXISOM-RXN
R185-RXN RXN0-296
R185-RXN PHEAMINOTRANS-RXN
R185-RXN TRANS-RXN-56
R185-RXN PHENYLALANINE--TRNA-LIGASE-RXN
NARPX-RXN NARX-RXN
ENOYL-ACP-REDUCT-NADH-RXN RXN0-5513
ENOYL-ACP-REDUCT-NADH-RXN 3-OXOACYL-ACP-SYNTH-RXN
ENOYL-ACP-REDUCT-NADH-RXN RXN0-5514
PEPCARBOX-RXN MALATE-DEH-RXN
PEPCARBOX-RXN RXN0-2461
PEPCARBOX-RXN BIOTIN-CARBOXYL-RXN
PEPCARBOX-RXN RXN0-6717
PEPCARBOX-RXN CARBPSYN-RXN
PEPCARBOX-RXN ASPAMINOTRANS-RXN
PEPCARBOX-RXN D--TARTRATE-DEHYDRATASE-RXN
PEPCARBOX-RXN RXN0-17
PEPCARBOX-RXN PYROXALTRANSAM-RXN
PEPCARBOX-RXN TRANS-RXN-158A
PEPCARBOX-RXN TRANS-RXN-151
PEPCARBOX-RXN CITSYN-RXN
PEPCARBOX-RXN PROPIONYL-COA-CARBOXY-RXN
PEPCARBOX-RXN 2-METHYLCITRATE-SYNTHASE-RXN
PEPCARBOX-RXN TRANS-RXN-155
PEPCARBOX-RXN TRANS-RXN-153
PEPCARBOX-RXN RXN-13202
PEPCARBOX-RXN LTARTDEHYDRA-RXN
PEPCARBOX-RXN TRANS-RXN-158
PEPCARBOX-RXN TRANS-RXN-157
PEPCARBOX-RXN TRANS-RXN-156
PEPCARBOX-RXN 2.5.1.19-RXN
PEPCARBOX-RXN OXALOACETATE-TAUTOMERASE-RXN
PEPCARBOX-RXN KDO-8PSYNTH-RXN
PEPCARBOX-RXN RXN0-289
PEPCARBOX-RXN R524-RXN
PEPCARBOX-RXN MALOX-RXN
PEPCARBOX-RXN TRANS-RXN-155B
PEPCARBOX-RXN TRANS-RXN-153A
PEPCARBOX-RXN TRANS-RXN0-446
PEPCARBOX-RXN PEPCARBOXYKIN-RXN
PEPCARBOX-RXN TRANS-RXN-161
PEPCARBOX-RXN ACETYL-COA-CARBOXYLTRANSFER-RXN
PEPCARBOX-RXN TRANS-RXN-167A
PEPCARBOX-RXN TRANS-RXN-165
PEPCARBOX-RXN TRANS-RXN-168
PEPCARBOX-RXN TRANS-RXN-167
PEPCARBOX-RXN 2.7.1.121-RXN
PEPCARBOX-RXN TRANS-RXN-169
PEPCARBOX-RXN UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
PEPCARBOX-RXN DAHPSYN-RXN
PEPCARBOX-RXN 2PGADEHYDRAT-RXN
PEPCARBOX-RXN RXN0-2522
PEPCARBOX-RXN RXN0-742
RXN0-6418 MALTODEG-RXN
RXN0-6418 RXN0-6372
RXN0-6418 RXN0-6373
RXN0-6418 AMYLOMALT-RXN
RXN0-6418 RXN-12402
RXN0-6418 ALDOSE-1-EPIMERASE-RXN
RXN0-6418 GLUCDEHYDROG-RXN
RXN0-6418 TRANS-RXN-157
RXN0-6418 3.2.1.21-RXN
RXN0-6418 GLUCOKIN-RXN
GMP-REDUCT-RXN IMP-DEHYDROG-RXN
GMP-REDUCT-RXN RXN-7607
GMP-REDUCT-RXN IMPCYCLOHYDROLASE-RXN
GMP-REDUCT-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
TRANS-RXN0-228 1.1.1.264-RXN
TRANS-RXN0-228 RXN0-2701
TRANS-RXN0-228 YIAE1-RXN
TRANS-RXN0-228 GLUCONATE-5-DEHYDROGENASE-RXN
PEROXID-RXN RXN0-267
PEROXID-RXN RXN0-6721
PEROXID-RXN RXN-3521
PEROXID-RXN RXN-12863
PEROXID-RXN GLUTATHIONE-PEROXIDASE-RXN
PEROXID-RXN RXN-12120
PEROXID-RXN RXN-12440
PEROXID-RXN RXN-8073
PEROXID-RXN MALOX-RXN
PEROXID-RXN RXN-12540
ISOCHORSYN-RXN PABASYN-RXN
ISOCHORSYN-RXN CHORPYRLY-RXN
ISOCHORSYN-RXN CHORISMATEMUT-RXN
ISOCHORSYN-RXN ISOCHORMAT-RXN
ISOCHORSYN-RXN ANTHRANSYN-RXN
ISOCHORSYN-RXN 2.5.1.64-RXN
RXN-8629 RXN0-1138
RXN-8629 RXN0-1141
RXN-8629 GCVP-RXN
TRANS-RXN0-226 RXN0-5225
TRANS-RXN0-227 RXN0-5229
TRANS-RXN0-222 RXN0-6975
TRANS-RXN0-222 ARGSUCCINSYN-RXN
TRANS-RXN0-222 3.4.13.21-RXN
TRANS-RXN0-222 ASPDECARBOX-RXN
TRANS-RXN0-222 RXN0-6987
TRANS-RXN0-222 ASPAMINOTRANS-RXN
TRANS-RXN0-222 ASPARTATEKIN-RXN
TRANS-RXN0-222 L-ASPARTATE-OXID-RXN
TRANS-RXN0-222 ASPCARBTRANS-RXN
TRANS-RXN0-222 PYROXALTRANSAM-RXN
TRANS-RXN0-222 ASNSYNA-RXN
TRANS-RXN0-222 TRANS-RXN-106A
TRANS-RXN0-222 SAICARSYN-RXN
TRANS-RXN0-222 ASPARTASE-RXN
TRANS-RXN0-222 ASPARTATE--TRNA-LIGASE-RXN
TRANS-RXN0-222 TRANS-RXN-122A
TRANS-RXN0-222 ADENYLOSUCCINATE-SYNTHASE-RXN
TRANS-RXN0-222 ASNSYNB-RXN
TRANS-RXN0-222 RXN-9772
RXN0-2201 ENTF-RXN
RXN0-2201 RXN0-2382
RXN0-2201 TRYPSYN-RXN
RXN0-2201 PHOSPHASERSYN-RXN
RXN0-2201 TRANS-RXN-71
RXN0-2201 SERINE--TRNA-LIGASE-RXN
RXN0-2201 SERINE-O-ACETTRAN-RXN
RXN0-2201 TRNA-S-TRANSFERASE-RXN
RXN0-2201 RXN0-4083
RXN0-2201 ENTMULTI-RXN
RXN0-2201 RXN0-2161
RXN0-2201 GLYOHMETRANS-RXN
ADDALT-RXN TRANS-RXN-108E
ADDALT-RXN DEOXYINOPHOSPHOR-RXN
LYXISOM-RXN LYXK-RXN
LYXISOM-RXN TRANS-RXN0-236
TMAOREDUCT-RXN 1.7.2.3-RXN
TREHALA-RXN MALTODEG-RXN
TREHALA-RXN RXN0-6372
TREHALA-RXN RXN0-6373
TREHALA-RXN AMYLOMALT-RXN
TREHALA-RXN RXN-12402
TREHALA-RXN ALDOSE-1-EPIMERASE-RXN
TREHALA-RXN GLUCDEHYDROG-RXN
TREHALA-RXN RXN0-5395
TREHALA-RXN TRANS-RXN-157
TREHALA-RXN 3.2.1.21-RXN
TREHALA-RXN GLUCOKIN-RXN
TREHALA-RXN RXN0-6418
PORPHOBILSYNTH-RXN OHMETHYLBILANESYN-RXN
PORPHOBILSYNTH-RXN GSAAMINOTRANS-RXN
RXN0-6427 RXN0-5462
RXN0-6427 COBINPGUANYLYLTRANS-RXN
RXN0-6427 RXN0-5359
RXN0-6427 GTP-CYCLOHYDRO-I-RXN
RXN0-6427 RXN0-262
RXN0-6427 3.6.5.1-RXN
RXN0-6427 RXN-8340
RXN0-6427 RXN-11409
RXN0-6427 2.7.7.13-RXN
RXN0-6427 GUANYLCYC-RXN
RXN0-6427 URKI-RXN
RXN0-6427 CYTIDINEKIN-RXN
RXN0-6427 RXN0-6566
RXN0-6427 GTPPYPHOSKIN-RXN
RXN0-6427 GTP-CYCLOHYDRO-II-RXN
RXN0-6427 RXN0-746
RXN0-6427 ADENYLOSUCCINATE-SYNTHASE-RXN
TRANS-RXN-1 RXN0-443
TRANS-RXN-1 PYRIMSYN1-RXN
TRANS-RXN-1 GARTRANSFORMYL2-RXN
TRANS-RXN-1 FORMATETHFLIG-RXN
TRANS-RXN-1 RXN0-1382
TRANS-RXN-1 RXN-12274
TRANS-RXN-1 RXN0-3281
TRANS-RXN-1 FORMATEDEHYDROG-RXN
TRANS-RXN-1 FHLMULTI-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN F16ALDOLASE-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN 2TRANSKETO-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN TRIOSEPISOMERIZATION-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN 1TRANSKETO-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN RXN0-313
DEHYDDEOXPHOSGALACT-ALDOL-RXN TRANSALDOL-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN DXS-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN RXN0-2381
DEHYDDEOXPHOSGALACT-ALDOL-RXN GAPOXNPHOSPHN-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN TAGAALDOL-RXN
DEHYDDEOXPHOSGALACT-ALDOL-RXN DEOXYRIBOSE-P-ALD-RXN
TRANS-RXN0-213 PYRAMKIN-RXN
TRANS-RXN0-213 PYROXALTRANSAM-RXN
TRANS-RXN-2 TRANS-RXN-42
TRANS-RXN-2 TRANS-RXN-143
TRANS-RXN-2 TRANS-RXN-3
TRANS-RXN0-214 PYRIDOXKIN-RXN
TRANS-RXN0-214 PYROXALTRANSAM-RXN
TRANS-RXN-3 TRANS-RXN-42
TRANS-RXN-3 TRANS-RXN-143
TRANS-RXN-3 TRANS-RXN-2
TRANS-RXN-8 RXN0-5252
TRANS-RXN-8 RXN0-6258
TRANS-RXN-8 RXN0-1483
TRANS-RXN-8 RXN-12541
TRANS-RXN-8 SIROHEME-FERROCHELAT-RXN
TRANS-RXN-8 PROTOHEMEFERROCHELAT-RXN
TRANS-RXN-8 RXN0-2421
TRANS-RXN-8 RXN0-6941
TRANS-RXN-8 RXN0-6555
TRANS-RXN-8 RXN0-6
TRANS-RXN-8 RXN-12540
TRANS-RXN0-211 ORNDECARBOX-RXN
TRANS-RXN0-211 TRANS-RXN-69
TRANS-RXN0-211 PUTTRANSAM-RXN
TRANS-RXN0-211 RXN0-3901
TRANS-RXN0-211 ABC-37-RXN
TRANS-RXN0-211 ABC-25-RXN
TRANS-RXN0-211 ORNCARBAMTRANSFER-RXN
TRANS-RXN0-211 SPERMIDINESYN-RXN
TRANS-RXN0-212 TRANS-RXN-68
TRANS-RXN0-212 RXN0-5217
TRANS-RXN0-210 RXN0-5226
TRANS-RXN0-210 N-ACETYLGLUCOSAMINE-KINASE-RXN
TRANS-RXN0-210 TRANS-RXN-167
TRANS-RXN0-210 RXN0-4661
TRANS-RXN-7 RXN-982
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.23.43-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-3201
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.13.21-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.11.1-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.11.4-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.21.92-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-5052
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-5051
GAMMA-GLUTAMYLTRANSFERASE-RXN R15-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-5204
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.21.53-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.24.55-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-3221
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.13.18-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-3241
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.5.1.28-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-5103
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.21.87-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-3261
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.24.70-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.21.102-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN ABC-22-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.21.83-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.11.9-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.15.5-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.13.9-RXN
RXN0-6436 RXN0-5465
RXN0-6436 RXN0-4641
DALADALALIG-RXN 3.4.13.22-RXN
DALADALALIG-RXN UDP-NACMURALGLDAPAALIG-RXN
CROBETREDUCT-RXN OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN
CROBETREDUCT-RXN THTOREDUCT-RXN
CROBETREDUCT-RXN RXN0-1
CROBETREDUCT-RXN CHD-RXN
CROBETREDUCT-RXN RXN-821
CROBETREDUCT-RXN RXN-6081
CROBETREDUCT-RXN RXN-10981
CROBETREDUCT-RXN RXN0-3601
CROBETREDUCT-RXN RXN-11319
CROBETREDUCT-RXN GLYCOLATEDEHYDRO-RXN
CROBETREDUCT-RXN RXN-12120
CROBETREDUCT-RXN SELENOCYSTEINE-LYASE-RXN
CROBETREDUCT-RXN 1.2.99.7-RXN
CROBETREDUCT-RXN RXN0-3281
CROBETREDUCT-RXN CYT-ACC-RXN
CROBETREDUCT-RXN RXN0-6371
CROBETREDUCT-RXN HYDROXYLAMINE-REDUCTASE-RXN
CROBETREDUCT-RXN RXN0-6461
CROBETREDUCT-RXN L-LACTDEHYDROGFMN-RXN
CROBETREDUCT-RXN RXN0-2101
FHLMULTI-RXN RXN-12275
FHLMULTI-RXN RXN0-5255
FHLMULTI-RXN RXN0-5256
ABC-36-RXN VALINE-PYRUVATE-AMINOTRANSFER-RXN
ABC-36-RXN TRANS-RXN0-269
ABC-36-RXN BRANCHED-CHAINAMINOTRANSFERVAL-RXN
ABC-36-RXN TRANS-RXN-126A
ABC-36-RXN VALINE--TRNA-LIGASE-RXN
PPENTOMUT-RXN RXN0-5199
PPENTOMUT-RXN 1TRANSKETO-RXN
PPENTOMUT-RXN RIB5PISOM-RXN
PPENTOMUT-RXN URPHOS-RXN
PPENTOMUT-RXN ADENPHOSPHOR-RXN
PPENTOMUT-RXN RXN0-5398
PPENTOMUT-RXN INOPHOSPHOR-RXN
PPENTOMUT-RXN NMNNUCLEOSID-RXN
PPENTOMUT-RXN PNP-RXN
PPENTOMUT-RXN RXN0-1402
PPENTOMUT-RXN PRPPSYN-RXN
PPENTOMUT-RXN XANTHOSINEPHOSPHORY-RXN
RIBOSYLHOMOCYSTEINASE-RXN HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
RIBOSYLHOMOCYSTEINASE-RXN MMUM-RXN
RIBOSYLHOMOCYSTEINASE-RXN RXN-10015
RIBOSYLHOMOCYSTEINASE-RXN RXN-10016
RIBOSYLHOMOCYSTEINASE-RXN RXN0-5469
RIBOSYLHOMOCYSTEINASE-RXN HOMOCYSMETB12-RXN
RIBOSYLHOMOCYSTEINASE-RXN HOMOCYSMET-RXN
RIBOSYLHOMOCYSTEINASE-RXN RXN0-5501
RIBOSYLHOMOCYSTEINASE-RXN RXN0-5461
TRANS-RXN0-280 RXN0-2945
TRANS-RXN0-280 RXN0-6949
TRANS-RXN0-280 R170-RXN
TRANS-RXN0-280 TRANS-RXN0-207
TRANS-RXN0-280 RXN0-5384
TRANS-RXN0-281 ACETOACETATE-DECARBOXYLASE-RXN
TRANS-RXN0-281 ACETOACETYL-COA-TRANSFER-RXN
RXN0-2261 ABC-9-RXN
RXN0-2261 RXN0-1684
TRANS-RXN0-284 AMINEPHEN-RXN
TRANS-RXN0-282 HCAMULTI-RXN
TRANS-RXN0-282 RXN0-4101
TRANS-RXN0-283 BTUR2-RXN
TRANS-RXN0-283 TRANS-RXN0-455
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN R247-RXN
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN RXN0-5261
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN 1.7.2.3-RXN
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN RXN0-4641
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN NITRIC-OXIDE-REDUCTASE-RXN
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN RXN-12876
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN DLACTDEHYDROGFAD-RXN
TRANS-RXN0-288 3.4.15.5-RXN
TRANS-RXN0-288 3.4.11.4-RXN
TRANS-RXN0-288 3.4.13.18-RXN
TRANS-RXN0-288 ABC-8-RXN
TRANS-RXN0-286 NACGLCTRANS-RXN
TRANS-RXN0-286 RXN0-5405
GLYCOGENSYN-RXN RXN0-5184
GLYCOGENSYN-RXN RXN0-5181
GLYCOGENSYN-RXN GLYCOGEN-BRANCH-RXN
GLYCOGENSYN-RXN MALTODEXGLUCOSID-RXN
GLYCOGENSYN-RXN ALPHA-AMYL-RXN
NRIDEPHOS-RXN RXN0-6533
NRIDEPHOS-RXN NRIPHOS-RXN
RXN-9789 RXN-9788
HOMSUCTRAN-RXN METBALT-RXN
HOMSUCTRAN-RXN O-SUCCHOMOSERLYASE-RXN
TRANS-RXN0-270 LEUCINE--TRNA-LIGASE-RXN
TRANS-RXN0-270 RXN0-261
TRANS-RXN0-270 ABC-35-RXN
TRANS-RXN0-270 TRANS-RXN-126B
TRANS-RXN0-270 BRANCHED-CHAINAMINOTRANSFERLEU-RXN
TRANS-RXN0-270 RXN0-6979
RXN0-1661 RXN0-6944
RXN0-1661 TRANS-RXN0-449
TRANS-RXN0-272 RXN0-5098
TRANS-RXN0-272 RXN-5741
TRANS-RXN0-273 RXN0-5262
TRANS-RXN0-273 DIMESULFREDUCT-RXN
RXN-9788 THIAZOLSYN2-RXN
RXN-9788 RXN-9790
RXN-9787 RXN0-6980
RXN-9787 RXN0-6975
RXN-9787 RXN0-6981
RXN-9787 RXN0-6976
RXN-9787 RXN0-279
RXN-9787 ALARACECAT-RXN
RXN-9787 RXN0-6985
RXN-9787 SELENOCYSTEINE-LYASE-RXN
RXN-9787 RXN0-6979
RXN-9787 RXN0-5230
RXN-9787 RXN-9788
RXN-9787 RXN0-6977
RXN-9787 RXN0-6978
RXN-9787 VALINE-PYRUVATE-AMINOTRANSFER-RXN
RXN-9787 TRANS-RXN-125
RXN-9787 RXN-12588
RXN-9787 RXN0-5202
RXN-9787 RXN-11362
RXN-9787 THIFIS-RXN
RXN-9787 7KAPSYN-RXN
RXN-9787 ALANINE--TRNA-LIGASE-RXN
RXN-9787 TRANS-RXN0-469
RXN-9787 RXN-11484
RXN-9787 UDP-NACMUR-ALA-LIG-RXN
TRANS-RXN0-276 RXN0-2001
TRANS-RXN0-275 RXN0-5414
RXN-3521 RXN-3523
TRANS-RXN0-278 RXN0-1139
TRANS-RXN0-278 RXN0-1140
TRANS-RXN0-278 RXN0-1141
TRANS-RXN0-278 RXN-8654
3.4.24.70-RXN 3.4.23.43-RXN
3.4.24.70-RXN RXN0-3201
3.4.24.70-RXN 3.5.1.28-RXN
3.4.24.70-RXN 3.4.11.1-RXN
3.4.24.70-RXN 3.4.21.92-RXN
3.4.24.70-RXN RXN0-5103
3.4.24.70-RXN 3.4.21.87-RXN
3.4.24.70-RXN RXN0-3261
3.4.24.70-RXN RXN0-5052
3.4.24.70-RXN RXN0-5051
3.4.24.70-RXN RXN0-5204
3.4.24.70-RXN GAMMA-GLUTAMYLTRANSFERASE-RXN
3.4.24.70-RXN 3.4.21.53-RXN
3.4.24.70-RXN 3.4.24.55-RXN
3.4.24.70-RXN 3.4.21.102-RXN
3.4.24.70-RXN ABC-22-RXN
3.4.24.70-RXN 3.4.21.83-RXN
3.4.24.70-RXN 3.4.11.9-RXN
3.4.24.70-RXN 3.4.15.5-RXN
3.4.24.70-RXN RXN0-3221
THIAZOLSYN2-RXN RXN-12611
THIAZOLSYN2-RXN RXN-9789
RXN-12541 SUPEROX-DISMUT-RXN
RXN-12540 RXN-11409
RXN-12540 RXN-12539
RXN-12540 RXN-11410
ASNSYNB-RXN RXN0-5454
ASNSYNB-RXN RXN0-6982
ASNSYNB-RXN ASPARAGINE--TRNA-LIGASE-RXN
ASNSYNB-RXN TRANS-RXN-262
ASNSYNB-RXN ASPARAGHYD-RXN
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN
RXN-3523 RXN0-2461
RXN-3523 RXN-3521
RXN-3523 RXN-12862
RXN-3523 RXN-10981
RXN-3523 RXN-12440
RXN-3523 RXN-12876
SELENOCYSTEINE-LYASE-RXN THTOREDUCT-RXN
SELENOCYSTEINE-LYASE-RXN RXN0-6980
SELENOCYSTEINE-LYASE-RXN RXN0-6981
SELENOCYSTEINE-LYASE-RXN RXN0-1
SELENOCYSTEINE-LYASE-RXN RXN0-279
SELENOCYSTEINE-LYASE-RXN CHD-RXN
SELENOCYSTEINE-LYASE-RXN RXN-821
SELENOCYSTEINE-LYASE-RXN RXN-6081
SELENOCYSTEINE-LYASE-RXN RXN0-6985
SELENOCYSTEINE-LYASE-RXN RXN-10981
SELENOCYSTEINE-LYASE-RXN GLYCOLATEDEHYDRO-RXN
SELENOCYSTEINE-LYASE-RXN RXN-12120
SELENOCYSTEINE-LYASE-RXN RXN0-5230
SELENOCYSTEINE-LYASE-RXN RXN0-5202
SELENOCYSTEINE-LYASE-RXN HYDROXYLAMINE-REDUCTASE-RXN
SELENOCYSTEINE-LYASE-RXN RXN-11362
SELENOCYSTEINE-LYASE-RXN RXN0-6461
SELENOCYSTEINE-LYASE-RXN 2.7.9.3-RXN
SELENOCYSTEINE-LYASE-RXN ALANINE--TRNA-LIGASE-RXN
SELENOCYSTEINE-LYASE-RXN RXN-11484
SELENOCYSTEINE-LYASE-RXN RXN0-2101
SELENOCYSTEINE-LYASE-RXN OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN
